CATEGORIA,puesto,salario,n_salarios,salario_min,salario_max
produccion-operaciones,Torneros cnc,$ 1.471.000/mes,39 salarios,$ 1.000.000,$ 2.300.000
produccion-operaciones,Operario técnico,$ 1.470.633/mes,195 salarios,$ 1.000.000,$ 2.474.000
produccion-operaciones,Fresador,$ 1.469.280/mes,56 salarios,$ 1.100.000,$ 2.000.000
produccion-operaciones,Operador de maquina,$ 1.468.594/mes,69 salarios,$ 1.000.000,$ 2.300.000
produccion-operaciones,Operador/a de maquina,$ 1.467.445/mes,1.007 salarios,$ 1.000.000,$ 3.200.000
produccion-operaciones,Tapiceros/as,$ 1.465.833/mes,6 salarios,$ 1.300.000,$ 1.499.000
produccion-operaciones,Impresor/a,$ 1.460.363/mes,499 salarios,$ 1.000.000,$ 2.450.000
produccion-operaciones,Horneros,$ 1.459.976/mes,21 salarios,$ 1.000.000,$ 1.913.000
produccion-operaciones,Sastre,$ 1.455.924/mes,100 salarios,$ 1.000.000,$ 3.000.000
produccion-operaciones,Tableteador,$ 1.450.036/mes,52 salarios,$ 1.000.000,$ 2.100.000
produccion-operaciones,Empaquetadora,$ 1.449.295/mes,22 salarios,$ 1.187.760,$ 1.700.000
produccion-operaciones,Encargado/a de personal,$ 1.440.421/mes,11 salarios,$ 1.089.274,$ 2.000.000
produccion-operaciones,Asistentes/as administrativos/as,$ 1.438.685/mes,41 salarios,$ 1.000.000,$ 2.600.000
produccion-operaciones,Mecánicos/as eléctricos/as,$ 1.437.107/mes,114 salarios,$ 1.000.000,$ 2.200.000
produccion-operaciones,Muestreador/a,$ 1.422.910/mes,39 salarios,$ 1.000.000,$ 2.168.920
produccion-operaciones,Modelista,$ 1.421.700/mes,50 salarios,$ 1.000.000,$ 2.300.000
produccion-operaciones,Inspectores de calidad,$ 1.419.192/mes,121 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Ebanista,$ 1.419.183/mes,345 salarios,$ 1.000.000,$ 3.500.000
produccion-operaciones,Operario/a farmacéutico/a,$ 1.419.016/mes,1.466 salarios,$ 1.000.000,$ 2.200.000
produccion-operaciones,Supervisores de aseo,$ 1.414.500/mes,32 salarios,$ 1.000.000,$ 2.240.000
produccion-operaciones,Asistente de producto,$ 1.413.600/mes,20 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Formadora,$ 1.409.488/mes,42 salarios,$ 1.000.000,$ 2.500.000
produccion-operaciones,Soldadores/as mig,$ 1.408.783/mes,548 salarios,$ 1.000.000,$ 2.100.000
produccion-operaciones,Impresoras,$ 1.407.170/mes,201 salarios,$ 1.000.000,$ 2.500.000
produccion-operaciones,Vulcanizador/a,$ 1.403.868/mes,19 salarios,$ 1.000.000,$ 1.799.998
produccion-operaciones,Oficial mecánico/a,$ 1.401.654/mes,26 salarios,$ 1.100.000,$ 1.700.000
produccion-operaciones,Tornero/a cnc,$ 1.388.235/mes,17 salarios,$ 1.300.000,$ 1.550.000
produccion-operaciones,Parrillera,$ 1.388.023/mes,35 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Punzonador/a,$ 1.386.798/mes,114 salarios,$ 1.000.000,$ 2.500.000
produccion-operaciones,Operarios/as de playa,$ 1.384.000/mes,43 salarios,$ 1.384.000,$ 1.384.000
produccion-operaciones,Auditoras de calidad,$ 1.383.829/mes,83 salarios,$ 1.000.000,$ 1.732.000
produccion-operaciones,Fabricante,$ 1.382.090/mes,202 salarios,$ 1.000.000,$ 1.935.809
produccion-operaciones,Encargado/a de producción,$ 1.380.456/mes,85 salarios,$ 1.000.000,$ 1.623.499
produccion-operaciones,Vacunador,$ 1.378.949/mes,32 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Extrusor,$ 1.378.560/mes,162 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Montajista,$ 1.377.189/mes,450 salarios,$ 1.000.000,$ 2.100.000
produccion-operaciones,Carpinteros/as,$ 1.371.218/mes,39 salarios,$ 1.050.000,$ 1.623.500
produccion-operaciones,Extrusores/as,$ 1.371.000/mes,16 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Tecnologo ambiental,$ 1.368.132/mes,829 salarios,$ 1.000.000,$ 3.000.000
produccion-operaciones,Soldadores,$ 1.367.435/mes,331 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Tecnólogos electrónicos,$ 1.366.028/mes,50 salarios,$ 1.000.000,$ 2.259.459
produccion-operaciones,Pastelera,$ 1.365.317/mes,32 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Troquelador/a,$ 1.363.970/mes,591 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Inyectora,$ 1.357.356/mes,92 salarios,$ 1.150.000,$ 1.513.000
produccion-operaciones,Técnicos/as químicos,$ 1.357.120/mes,30 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Operario/a pintor,$ 1.356.662/mes,96 salarios,$ 1.000.000,$ 1.900.000
produccion-operaciones,Carpintería,$ 1.353.234/mes,602 salarios,$ 1.000.000,$ 2.400.000
produccion-operaciones,Operarios/as mecánicos/as,$ 1.352.499/mes,19 salarios,$ 1.047.000,$ 1.504.356
produccion-operaciones,Soldadores mig,$ 1.349.269/mes,141 salarios,$ 1.000.000,$ 2.500.000
produccion-operaciones,Técnico laboratorista,$ 1.348.771/mes,128 salarios,$ 1.000.000,$ 2.431.000
produccion-operaciones,Pintor,$ 1.348.344/mes,1.056 salarios,$ 1.000.000,$ 2.500.000
produccion-operaciones,Metalmecánicos/as,$ 1.342.008/mes,214 salarios,$ 1.000.000,$ 2.090.000
produccion-operaciones,Alimentos,$ 1.341.220/mes,9.087 salarios,$ 1.000.000,$ 2.750.000
produccion-operaciones,Jardineros/as,$ 1.340.872/mes,45 salarios,$ 1.160.000,$ 1.600.000
produccion-operaciones,Punzonador,$ 1.337.121/mes,53 salarios,$ 1.000.000,$ 1.804.000
produccion-operaciones,Operario mantenimiento,$ 1.334.448/mes,105 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Ayudante de soldador,$ 1.333.623/mes,140 salarios,$ 1.000.000,$ 2.174.000
produccion-operaciones,Instalador/a,$ 1.332.226/mes,3.605 salarios,$ 1.000.000,$ 2.455.000
produccion-operaciones,Operario/a de máquina plana,$ 1.329.943/mes,53 salarios,$ 1.000.000,$ 1.700.000
produccion-operaciones,Auxiliar en calidad,$ 1.327.178/mes,3.105 salarios,$ 1.000.000,$ 1.982.256
produccion-operaciones,Ayudante soldador,$ 1.325.951/mes,43 salarios,$ 1.000.000,$ 1.714.000
produccion-operaciones,Cortador,$ 1.322.403/mes,196 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Operario/a de calidad,$ 1.318.577/mes,577 salarios,$ 1.000.000,$ 2.714.659
produccion-operaciones,Auxiliares producción,$ 1.316.294/mes,17 salarios,$ 1.160.000,$ 1.423.500
produccion-operaciones,Cortador/a,$ 1.315.451/mes,2.417 salarios,$ 1.000.000,$ 1.880.000
produccion-operaciones,Operarios farmacéuticos,$ 1.311.814/mes,22 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Mezclador,$ 1.311.476/mes,34 salarios,$ 1.000.000,$ 1.950.000
produccion-operaciones,Asistente de control de calidad,$ 1.310.000/mes,25 salarios,$ 1.000.000,$ 2.300.000
produccion-operaciones,Operadores técnicos,$ 1.309.546/mes,11 salarios,$ 1.000.000,$ 1.505.000
produccion-operaciones,Operarios de montacarga,$ 1.305.099/mes,150 salarios,$ 1.000.000,$ 1.821.000
produccion-operaciones,Tejedor,$ 1.303.603/mes,74 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Operario de calidad,$ 1.302.824/mes,303 salarios,$ 1.000.000,$ 1.867.477
produccion-operaciones,Agrónomos,$ 1.300.000/mes,31 salarios,$ 1.300.000,$ 1.300.000
produccion-operaciones,Troqueladores/as,$ 1.298.899/mes,30 salarios,$ 1.048.000,$ 2.000.000
produccion-operaciones,Ensamblador/a,$ 1.298.381/mes,468 salarios,$ 1.000.000,$ 2.200.000
produccion-operaciones,Tutor,$ 1.295.897/mes,34 salarios,$ 1.200.000,$ 1.600.000
produccion-operaciones,Ayudante eléctrico,$ 1.294.936/mes,473 salarios,$ 1.000.000,$ 1.947.077
produccion-operaciones,Guillotinista,$ 1.293.105/mes,43 salarios,$ 1.000.000,$ 1.850.000
produccion-operaciones,Tapicero,$ 1.289.711/mes,181 salarios,$ 1.000.000,$ 2.200.000
produccion-operaciones,Dosificador/a,$ 1.288.401/mes,74 salarios,$ 1.000.000,$ 2.300.800
produccion-operaciones,Empacadora,$ 1.287.188/mes,123 salarios,$ 1.000.000,$ 1.704.300
produccion-operaciones,Revisadora,$ 1.285.457/mes,70 salarios,$ 1.000.000,$ 1.430.502
produccion-operaciones,Guardas,$ 1.285.014/mes,495 salarios,$ 1.000.000,$ 1.700.000
produccion-operaciones,Pintores automotriz,$ 1.284.815/mes,27 salarios,$ 1.100.000,$ 1.650.000
produccion-operaciones,Armadoras,$ 1.284.444/mes,9 salarios,$ 1.160.000,$ 1.300.000
produccion-operaciones,Operarios de confección,$ 1.284.383/mes,3.465 salarios,$ 1.000.000,$ 2.300.000
produccion-operaciones,Preparadores/as,$ 1.282.857/mes,14 salarios,$ 1.160.000,$ 1.300.000
produccion-operaciones,Operadores/as,$ 1.281.695/mes,936 salarios,$ 1.000.000,$ 1.818.000
produccion-operaciones,Fresadores,$ 1.280.000/mes,5 salarios,$ 1.200.000,$ 1.300.000
produccion-operaciones,Troquelador,$ 1.279.239/mes,198 salarios,$ 1.000.000,$ 1.911.000
produccion-operaciones,Pulidor,$ 1.277.254/mes,180 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Doblador,$ 1.272.555/mes,98 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Confeccionista,$ 1.272.334/mes,199 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Panaderos/as,$ 1.271.956/mes,106 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Inyector/a,$ 1.271.917/mes,24 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Controlador,$ 1.271.211/mes,21 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Repostera,$ 1.271.034/mes,29 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Cajeros/as administradores/as,$ 1.270.278/mes,22 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Ayudantes de almacén,$ 1.269.091/mes,22 salarios,$ 1.000.000,$ 1.550.000
produccion-operaciones,Abastecedor/a,$ 1.266.489/mes,64 salarios,$ 1.000.000,$ 1.670.000
produccion-operaciones,Operario/a,$ 1.265.012/mes,48.228 salarios,$ 1.000.000,$ 2.250.000
produccion-operaciones,Tejedor/a,$ 1.263.548/mes,275 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Operario/a de inyección,$ 1.261.887/mes,1.639 salarios,$ 1.000.000,$ 2.200.000
produccion-operaciones,Extrusora,$ 1.260.733/mes,156 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Auxiliar de operaciones,$ 1.260.413/mes,5.188 salarios,$ 1.000.000,$ 1.915.158
produccion-operaciones,Mezcladora,$ 1.260.043/mes,23 salarios,$ 1.000.000,$ 1.470.000
produccion-operaciones,Auxiliar de pintura,$ 1.258.904/mes,703 salarios,$ 1.000.000,$ 2.316.000
produccion-operaciones,Estampador/a,$ 1.257.520/mes,267 salarios,$ 1.000.000,$ 1.900.055
produccion-operaciones,Empacadores/as,$ 1.257.157/mes,106 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Hornero,$ 1.255.307/mes,117 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Operativas,$ 1.254.212/mes,142 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Cajeras administradoras,$ 1.251.619/mes,42 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Asistente técnica,$ 1.250.699/mes,29 salarios,$ 1.000.000,$ 2.200.000
produccion-operaciones,Operario/a general,$ 1.248.909/mes,42 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Operarios/as de limpieza,$ 1.246.326/mes,242 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Digitador,$ 1.243.715/mes,623 salarios,$ 1.000.000,$ 2.737.500
produccion-operaciones,Recolectores/as,$ 1.242.649/mes,78 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Hornero/a,$ 1.242.532/mes,193 salarios,$ 1.000.000,$ 1.713.000
produccion-operaciones,Operarios de calidad,$ 1.242.354/mes,41 salarios,$ 1.000.000,$ 1.459.998
produccion-operaciones,Empaquetadoras,$ 1.239.732/mes,16 salarios,$ 1.079.000,$ 1.300.000
produccion-operaciones,Técnicas calidad,$ 1.239.700/mes,20 salarios,$ 1.000.000,$ 1.450.000
produccion-operaciones,Bordador/a,$ 1.238.721/mes,89 salarios,$ 1.000.000,$ 1.623.500
produccion-operaciones,Carpinteros,$ 1.238.039/mes,200 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Ayudantes electricistas,$ 1.237.712/mes,22 salarios,$ 1.097.618,$ 1.423.500
produccion-operaciones,Metalmecánica,$ 1.237.580/mes,3.947 salarios,$ 1.000.000,$ 1.870.000
produccion-operaciones,Inyectoras,$ 1.234.639/mes,339 salarios,$ 1.000.000,$ 2.000.000
produccion-operaciones,Auxiliar de carpinteria,$ 1.231.283/mes,733 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Auxiliares de panadería,$ 1.231.264/mes,276 salarios,$ 1.000.000,$ 1.430.000
produccion-operaciones,Troqueladoras,$ 1.231.162/mes,41 salarios,$ 1.000.000,$ 2.500.000
produccion-operaciones,Operario pintor,$ 1.230.442/mes,58 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Auxiliares de contratación,$ 1.229.553/mes,4.799 salarios,$ 1.000.000,$ 1.963.672
produccion-operaciones,Practicante ingeniería industrial,$ 1.227.847/mes,530 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Operaria de empaque,$ 1.227.243/mes,395 salarios,$ 1.000.000,$ 1.700.000
produccion-operaciones,Revisador/a,$ 1.227.124/mes,301 salarios,$ 1.000.000,$ 1.942.800
produccion-operaciones,Costurero,$ 1.221.786/mes,28 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Troqueladora,$ 1.219.513/mes,329 salarios,$ 1.000.000,$ 1.464.000
produccion-operaciones,Ensamblador,$ 1.216.546/mes,108 salarios,$ 1.000.000,$ 1.650.000
produccion-operaciones,Operarios de planta,$ 1.215.208/mes,754 salarios,$ 1.000.000,$ 1.745.000
produccion-operaciones,Cerrajero/a,$ 1.215.143/mes,115 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Molinero/a,$ 1.214.408/mes,61 salarios,$ 1.000.000,$ 1.650.000
produccion-operaciones,Operario/a metalmecánico/a,$ 1.213.555/mes,1.355 salarios,$ 1.000.000,$ 1.804.346
produccion-operaciones,Operario/a de producción,$ 1.212.630/mes,34.322 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Cerrajero,$ 1.212.017/mes,49 salarios,$ 1.000.000,$ 1.709.200
produccion-operaciones,Operaria de confección,$ 1.211.169/mes,2.320 salarios,$ 1.000.000,$ 1.650.000
produccion-operaciones,Dobladoras,$ 1.209.372/mes,466 salarios,$ 1.000.000,$ 1.700.000
produccion-operaciones,Operario de inyección,$ 1.209.314/mes,726 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Rebobinadora,$ 1.208.054/mes,33 salarios,$ 1.000.000,$ 1.633.000
produccion-operaciones,Ayudantes eléctricos,$ 1.204.757/mes,37 salarios,$ 1.000.000,$ 1.700.000
produccion-operaciones,Auxiliares de producción,$ 1.203.774/mes,6.025 salarios,$ 1.000.000,$ 1.850.000
produccion-operaciones,Encuadernador/a,$ 1.203.216/mes,96 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Operario de producción,$ 1.202.604/mes,21.581 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Ayudante,$ 1.202.535/mes,8.206 salarios,$ 1.000.000,$ 2.055.600
produccion-operaciones,Químicos/as auxiliares,$ 1.200.000/mes,6 salarios,$ 1.200.000,$ 1.200.000
produccion-operaciones,Operaria,$ 1.199.311/mes,1.769 salarios,$ 1.000.000,$ 1.664.357
produccion-operaciones,Operarios de producción,$ 1.197.616/mes,28.900 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Decoradora,$ 1.196.798/mes,42 salarios,$ 1.000.000,$ 1.450.000
produccion-operaciones,Operaria de bodega,$ 1.195.952/mes,21 salarios,$ 1.000.000,$ 1.400.000
produccion-operaciones,Operario,$ 1.192.659/mes,2.016 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Costurero/a,$ 1.191.285/mes,724 salarios,$ 1.000.000,$ 1.713.000
produccion-operaciones,Operarios metalmecánicos,$ 1.191.151/mes,126 salarios,$ 1.000.000,$ 1.681.034
produccion-operaciones,Ayudante de producción,$ 1.191.039/mes,2.521 salarios,$ 1.000.000,$ 1.737.001
produccion-operaciones,Empacadoras,$ 1.190.426/mes,151 salarios,$ 1.000.000,$ 1.650.000
produccion-operaciones,Operario metalmecánico,$ 1.190.408/mes,490 salarios,$ 1.000.000,$ 1.685.000
produccion-operaciones,Operaria de planta,$ 1.188.958/mes,75 salarios,$ 1.000.000,$ 1.623.500
produccion-operaciones,Operadores de maquina,$ 1.183.333/mes,6 salarios,$ 1.100.000,$ 1.200.000
produccion-operaciones,Lavaplatos,$ 1.182.916/mes,197 salarios,$ 1.000.000,$ 1.200.000
produccion-operaciones,Acomodador/a,$ 1.181.733/mes,23 salarios,$ 1.000.000,$ 1.423.500
produccion-operaciones,Auxiliares de corte,$ 1.181.227/mes,66 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Planchador/a,$ 1.181.022/mes,65 salarios,$ 1.000.000,$ 1.750.000
produccion-operaciones,Impresoras flexográficas,$ 1.175.405/mes,13 salarios,$ 1.000.000,$ 1.203.000
produccion-operaciones,Operaria de producción,$ 1.175.336/mes,1.079 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Estampador,$ 1.173.629/mes,62 salarios,$ 1.000.000,$ 1.450.000
produccion-operaciones,Auxiliares de planta,$ 1.172.052/mes,388 salarios,$ 1.000.000,$ 1.700.000
produccion-operaciones,Asesores industriales,$ 1.171.613/mes,31 salarios,$ 1.100.000,$ 1.200.000
produccion-operaciones,Panaderos,$ 1.162.319/mes,47 salarios,$ 1.000.000,$ 1.450.000
produccion-operaciones,Ensambladora,$ 1.160.911/mes,45 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Operarios/as de confección,$ 1.160.579/mes,38 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Laboratoria,$ 1.160.000/mes,7 salarios,$ 1.160.000,$ 1.160.000
produccion-operaciones,Operarias de confección,$ 1.159.885/mes,1.420 salarios,$ 1.000.000,$ 1.800.000
produccion-operaciones,Laminador,$ 1.159.240/mes,27 salarios,$ 1.000.000,$ 1.423.500
produccion-operaciones,Costureras,$ 1.157.967/mes,150 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Tapiceros,$ 1.156.050/mes,40 salarios,$ 1.000.000,$ 1.200.000
produccion-operaciones,Soldaduras,$ 1.154.527/mes,28 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Operario de confección,$ 1.154.039/mes,1.902 salarios,$ 1.000.000,$ 1.700.000
produccion-operaciones,Operadores de producción,$ 1.152.099/mes,16 salarios,$ 1.000.000,$ 1.600.000
produccion-operaciones,Etiquetadoras,$ 1.146.534/mes,34 salarios,$ 1.000.000,$ 1.200.000
produccion-operaciones,Operarias,$ 1.146.280/mes,573 salarios,$ 1.000.000,$ 1.888.000
produccion-operaciones,Encuadernadoras,$ 1.145.800/mes,35 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Practicante de producción,$ 1.143.104/mes,195 salarios,$ 1.000.000,$ 1.330.000
produccion-operaciones,Pintores,$ 1.142.792/mes,277 salarios,$ 1.000.000,$ 1.391.000
produccion-operaciones,Electromecánicas,$ 1.139.600/mes,5 salarios,$ 1.150.000,$ 1.150.000
produccion-operaciones,Operarias de planta,$ 1.139.217/mes,56 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Rebobinador/a,$ 1.138.546/mes,11 salarios,$ 1.000.000,$ 1.334.000
produccion-operaciones,Cabineros/as,$ 1.136.000/mes,6 salarios,$ 1.136.000,$ 1.136.000
produccion-operaciones,Manipulador de alimentos,$ 1.135.768/mes,87 salarios,$ 1.000.000,$ 1.570.000
produccion-operaciones,Modistas,$ 1.131.818/mes,11 salarios,$ 1.000.000,$ 1.150.000
produccion-operaciones,Operarias de inyección,$ 1.128.590/mes,67 salarios,$ 1.000.000,$ 1.425.000
produccion-operaciones,Auxiliares de calidad,$ 1.126.184/mes,49 salarios,$ 1.000.000,$ 1.200.000
produccion-operaciones,Operarios/as logísticos/as,$ 1.123.561/mes,455 salarios,$ 1.000.000,$ 1.160.000
produccion-operaciones,Punzonadora,$ 1.121.288/mes,104 salarios,$ 1.000.000,$ 1.300.000
produccion-operaciones,Operarios/as de planta,$ 1.120.604/mes,819 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Operarios/as de producción,$ 1.116.699/mes,175 salarios,$ 1.000.000,$ 1.424.000
produccion-operaciones,Laminadoras,$ 1.100.000/mes,11 salarios,$ 1.100.000,$ 1.100.000
produccion-operaciones,Surtidora,$ 1.099.429/mes,7 salarios,$ 1.000.000,$ 1.116.000
produccion-operaciones,Operarios de máquina plana,$ 1.097.591/mes,102 salarios,$ 1.000.000,$ 1.423.500
produccion-operaciones,Costureros,$ 1.095.555/mes,53 salarios,$ 1.000.000,$ 1.426.500
produccion-operaciones,Bordadoras,$ 1.095.555/mes,48 salarios,$ 1.000.000,$ 1.500.000
produccion-operaciones,Operario de piscina,$ 1.090.909/mes,11 salarios,$ 1.000.000,$ 1.200.000
produccion-operaciones,Auxiliares calidad,$ 1.088.235/mes,17 salarios,$ 1.000.000,$ 1.100.000
produccion-operaciones,Bordador,$ 1.071.844/mes,21 salarios,$ 1.000.000,$ 1.300.000
produccion-operaciones,Plegadoras,$ 1.062.918/mes,39 salarios,$ 1.000.000,$ 1.100.000
produccion-operaciones,Auxiliares de metalmecánica,$ 1.059.744/mes,86 salarios,$ 1.000.000,$ 1.081.000
produccion-operaciones,Operarios/as farmacéuticos/as,$ 1.054.375/mes,74 salarios,$ 1.000.000,$ 1.200.000
produccion-operaciones,Revisadoras,$ 1.053.822/mes,74 salarios,$ 1.000.000,$ 1.200.000
produccion-operaciones,Coordinadores/as de almacén,$ 1.050.000/mes,10 salarios,$ 1.050.000,$ 1.050.000
produccion-operaciones,Operarios de planta/producción,$ 1.049.167/mes,60 salarios,$ 1.050.000,$ 1.050.000
produccion-operaciones,Revisadores,$ 1.018.750/mes,12 salarios,$ 1.030.000,$ 1.030.000
produccion-operaciones,Elaborador/a,$ 1.000.000/mes,7 salarios,$ 1.000.000,$ 1.000.000
produccion-operaciones,Empacadores,$ 1.000.000/mes,64 salarios,$ 1.000.000,$ 1.000.000
produccion-operaciones,Auxiliares de soldadura,$ 1.000.000/mes,62 salarios,$ 1.000.000,$ 1.000.000
produccion-operaciones,Operario farmacéutico,$ 1.000.000/mes,8 salarios,$ 1.000.000,$ 1.000.000
produccion-operaciones,Operarias de calidad,$ 1.000.000/mes,24 salarios,$ 1.000.000,$ 1.000.000
produccion-operaciones,Asesores/as empresariales,$ 1.000.000/mes,44 salarios,$ 1.000.000,$ 1.000.000
produccion-operaciones,Operarias de máquina plana,$ 1.000.000/mes,11 salarios,$ 1.000.000,$ 1.000.000
produccion-operaciones,Operarios/as de calidad,$ 1.000.000/mes,45 salarios,$ 1.000.000,$ 1.000.000
recursos-humanos,Consultor SAP,$ 5.919.561/mes,188 salarios,$ 1.000.000,$ 15.080.000
recursos-humanos,Especialista en recursos humanos,$ 4.670.034/mes,9 salarios,$ 3.030.303,$ 5.000.000
recursos-humanos,Coordinadora rh,$ 3.883.333/mes,6 salarios,$ 3.300.000,$ 4.000.000
recursos-humanos,Jefe/a de sistemas,$ 3.278.763/mes,303 salarios,$ 1.000.000,$ 6.500.000
recursos-humanos,Especialista en selección,$ 3.146.520/mes,77 salarios,$ 1.400.000,$ 5.720.000
recursos-humanos,Asistente/a de presidencia,$ 2.977.568/mes,105 salarios,$ 1.200.000,$ 9.700.000
recursos-humanos,Especialista de nóminas,$ 2.879.774/mes,163 salarios,$ 1.100.000,$ 4.330.000
recursos-humanos,Coordinador seguridad,$ 2.737.280/mes,25 salarios,$ 1.200.000,$ 4.600.000
recursos-humanos,Líder de reclutamiento,$ 2.631.692/mes,107 salarios,$ 1.000.000,$ 6.000.000
recursos-humanos,Jefe de recursos humanos,$ 2.491.810/mes,300 salarios,$ 1.000.000,$ 5.000.000
recursos-humanos,Implementador/a,$ 2.472.454/mes,355 salarios,$ 1.000.000,$ 6.500.000
recursos-humanos,Analista de desarrollo,$ 2.472.313/mes,2.876 salarios,$ 1.000.000,$ 4.700.000
recursos-humanos,Programador php,$ 2.439.905/mes,108 salarios,$ 1.000.000,$ 5.000.000
recursos-humanos,Coordinador de recursos humanos,$ 2.439.427/mes,417 salarios,$ 1.000.000,$ 7.000.000
recursos-humanos,Psicólogo bilingüe,$ 2.342.274/mes,70 salarios,$ 1.700.000,$ 2.500.000
recursos-humanos,Ejecutivas reclutamiento,$ 2.301.428/mes,7 salarios,$ 1.610.000,$ 3.000.000
recursos-humanos,Psicóloga bilingüe,$ 2.274.206/mes,34 salarios,$ 1.500.000,$ 3.500.000
recursos-humanos,Diseñador instruccional,$ 2.141.601/mes,91 salarios,$ 1.000.000,$ 3.652.000
recursos-humanos,Generalista,$ 2.133.902/mes,449 salarios,$ 1.000.000,$ 4.200.000
recursos-humanos,RR.HH.,$ 2.126.574/mes,61 salarios,$ 1.000.000,$ 4.600.000
recursos-humanos,Coordinadoras de seguridad,$ 2.117.688/mes,92 salarios,$ 1.049.998,$ 3.600.000
recursos-humanos,Reclutador bilingüe,$ 2.084.390/mes,1.508 salarios,$ 1.000.000,$ 3.400.000
recursos-humanos,Psicólogo/a organizacional,$ 2.076.941/mes,342 salarios,$ 1.000.000,$ 4.000.000
recursos-humanos,Supervisores de seguridad,$ 2.054.546/mes,11 salarios,$ 1.000.000,$ 2.500.000
recursos-humanos,Psicóloga educativa,$ 2.047.359/mes,69 salarios,$ 1.000.000,$ 4.100.000
recursos-humanos,Formadores/as,$ 2.037.388/mes,134 salarios,$ 1.000.000,$ 2.300.000
recursos-humanos,Asistente/a de personal,$ 2.036.867/mes,177 salarios,$ 1.000.000,$ 6.000.000
recursos-humanos,Freelancer,$ 2.017.391/mes,23 salarios,$ 1.000.000,$ 3.300.000
recursos-humanos,Residente de seguridad,$ 2.013.526/mes,134 salarios,$ 1.000.000,$ 4.000.000
recursos-humanos,Administradora de agencia,$ 2.009.709/mes,26 salarios,$ 1.160.000,$ 2.900.000
recursos-humanos,Analista de sistemas,$ 1.990.237/mes,2.562 salarios,$ 1.000.000,$ 4.000.000
recursos-humanos,Talento Humano,$ 1.985.677/mes,4.764 salarios,$ 1.000.000,$ 4.550.000
recursos-humanos,Psicólogos de selección,$ 1.961.587/mes,65 salarios,$ 1.000.000,$ 2.900.000
recursos-humanos,Psicólogo/a de selección,$ 1.934.416/mes,1.920 salarios,$ 1.000.000,$ 4.000.000
recursos-humanos,Gerente de inventarios,$ 1.922.068/mes,6 salarios,$ 1.800.000,$ 1.946.481
