CATEGORIA,puesto,salario,n_salarios,salario_min,salario_max
administracion-y-oficina,Agente profesional seguros,$ 12.000.000/mes,5 salarios,$ 12.000.000,$ 12.000.000
administracion-y-oficina,Gerente de logística,$ 6.728.626/mes,77 salarios,$ 2.000.000,$ 18.000.000
administracion-y-oficina,Operations manager,$ 6.382.823/mes,111 salarios,$ 2.400.000,$ 15.000.000
administracion-y-oficina,Director/a financiero/a,$ 5.729.731/mes,13 salarios,$ 2.500.000,$ 9.000.000
administracion-y-oficina,Gerente de mantenimiento,$ 5.631.476/mes,42 salarios,$ 1.950.000,$ 11.000.000
administracion-y-oficina,Gerente de infraestructura,$ 5.591.544/mes,32 salarios,$ 3.000.000,$ 11.000.000
administracion-y-oficina,Gerente regional,$ 5.369.496/mes,117 salarios,$ 1.200.000,$ 14.371.000
administracion-y-oficina,Médico/a auditor/a,$ 5.277.929/mes,588 salarios,$ 1.276.000,$ 8.021.000
administracion-y-oficina,Gerente de sucursal,$ 5.186.504/mes,90 salarios,$ 1.000.000,$ 16.900.000
administracion-y-oficina,Gerente de operaciones,$ 5.086.497/mes,492 salarios,$ 1.300.000,$ 10.765.568
administracion-y-oficina,Gerente de créditos,$ 4.722.406/mes,21 salarios,$ 2.100.000,$ 10.000.000
administracion-y-oficina,Director de proyecto,$ 4.681.152/mes,82 salarios,$ 1.400.000,$ 11.000.000
administracion-y-oficina,Desarrolladores java,$ 4.534.794/mes,34 salarios,$ 4.000.000,$ 4.551.000
administracion-y-oficina,Enfermero/a especialista,$ 4.525.000/mes,6 salarios,$ 3.500.000,$ 5.000.000
administracion-y-oficina,Subdirector/a,$ 4.491.709/mes,189 salarios,$ 1.500.000,$ 11.000.000
administracion-y-oficina,Customer service manager,$ 4.487.500/mes,8 salarios,$ 3.400.000,$ 5.000.000
administracion-y-oficina,Gerente de seguridad,$ 4.380.828/mes,109 salarios,$ 1.117.172,$ 10.000.000
administracion-y-oficina,Gerente de ingeniería,$ 4.338.630/mes,48 salarios,$ 1.620.000,$ 12.000.000
administracion-y-oficina,Director/a administrativo/a,$ 4.305.556/mes,18 salarios,$ 1.700.000,$ 7.000.000
administracion-y-oficina,Administrador de base de datos,$ 4.226.913/mes,90 salarios,$ 1.070.000,$ 11.000.000
administracion-y-oficina,Contador/a bilingüe,$ 4.066.667/mes,24 salarios,$ 1.500.000,$ 7.000.000
administracion-y-oficina,Gerente financiero,$ 4.063.452/mes,290 salarios,$ 1.520.812,$ 13.000.000
administracion-y-oficina,Gerente financiera,$ 4.053.760/mes,90 salarios,$ 1.837.000,$ 11.000.000
administracion-y-oficina,Director,$ 4.042.143/mes,139 salarios,$ 1.100.000,$ 12.000.000
administracion-y-oficina,Subgerencia,$ 4.029.044/mes,67 salarios,$ 1.750.000,$ 4.531.230
administracion-y-oficina,Director/a,$ 3.944.954/mes,4.673 salarios,$ 1.000.000,$ 12.000.000
administracion-y-oficina,Consultor/a ti,$ 3.811.741/mes,62 salarios,$ 1.400.000,$ 7.000.000
administracion-y-oficina,Coordinador general,$ 3.700.651/mes,33 salarios,$ 1.000.000,$ 8.000.000
administracion-y-oficina,Especialista contable,$ 3.667.762/mes,86 salarios,$ 1.848.125,$ 7.000.000
administracion-y-oficina,Director administrativo,$ 3.648.394/mes,654 salarios,$ 1.095.000,$ 7.000.000
administracion-y-oficina,Subgerente,$ 3.619.673/mes,352 salarios,$ 1.000.000,$ 8.585.639
administracion-y-oficina,Ingeniero software,$ 3.537.500/mes,14 salarios,$ 2.000.000,$ 5.150.000
administracion-y-oficina,Especialista,$ 3.438.726/mes,8.912 salarios,$ 1.000.000,$ 11.530.000
administracion-y-oficina,Gerente,$ 3.396.479/mes,3.674 salarios,$ 1.000.000,$ 8.630.000
administracion-y-oficina,Compradora,$ 3.318.800/mes,35 salarios,$ 1.500.000,$ 4.000.000
administracion-y-oficina,Analista desarrollador,$ 3.252.502/mes,401 salarios,$ 1.000.000,$ 7.410.000
administracion-y-oficina,Presupuesto,$ 3.242.980/mes,343 salarios,$ 1.000.000,$ 8.252.000
administracion-y-oficina,Especialista de calidad,$ 3.199.616/mes,291 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Jefe/a de laboratorio,$ 3.121.754/mes,90 salarios,$ 1.330.560,$ 6.000.000
administracion-y-oficina,Analista contable bilingüe,$ 3.117.065/mes,65 salarios,$ 1.100.000,$ 5.000.000
administracion-y-oficina,Jefe/a de seguridad,$ 3.105.581/mes,720 salarios,$ 1.000.000,$ 8.000.000
administracion-y-oficina,Organizadora de eventos,$ 3.082.353/mes,17 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Gerentes,$ 3.071.229/mes,30 salarios,$ 1.144.043,$ 5.500.000
administracion-y-oficina,Abogados,$ 3.064.071/mes,25 salarios,$ 1.350.000,$ 5.000.000
administracion-y-oficina,Jefe/a de ventas,$ 3.061.465/mes,1.663 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Comercial exportación,$ 3.060.000/mes,26 salarios,$ 1.100.000,$ 8.000.000
administracion-y-oficina,Coordinador contable,$ 3.056.305/mes,1.402 salarios,$ 1.000.000,$ 6.500.000
administracion-y-oficina,Residente de interventoría,$ 3.042.400/mes,714 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Analista de asuntos regulatorios,$ 2.977.948/mes,155 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Derecho,$ 2.975.197/mes,490 salarios,$ 1.000.000,$ 8.500.000
administracion-y-oficina,Jefe de operaciones,$ 2.969.392/mes,951 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Coordinador de proyectos,$ 2.968.092/mes,787 salarios,$ 1.000.000,$ 6.200.000
administracion-y-oficina,Analista funcional,$ 2.942.279/mes,319 salarios,$ 1.000.000,$ 7.026.607
administracion-y-oficina,Abogados/as de procesos,$ 2.937.568/mes,18 salarios,$ 1.200.000,$ 5.000.000
administracion-y-oficina,Residente administrativo,$ 2.912.548/mes,253 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Abogados/as junior,$ 2.891.163/mes,17 salarios,$ 1.723.946,$ 3.600.000
administracion-y-oficina,Directoras marketing,$ 2.890.909/mes,11 salarios,$ 1.200.000,$ 4.000.000
administracion-y-oficina,Contador costos,$ 2.882.320/mes,101 salarios,$ 1.350.000,$ 4.500.000
administracion-y-oficina,Residente técnico,$ 2.877.614/mes,118 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Administrador de contratos,$ 2.869.353/mes,25 salarios,$ 1.200.000,$ 7.630.264
administracion-y-oficina,Abogado,$ 2.859.928/mes,752 salarios,$ 1.000.000,$ 10.688.000
administracion-y-oficina,Especialistas,$ 2.853.544/mes,390 salarios,$ 1.000.000,$ 7.330.000
administracion-y-oficina,Coordinador reclutamiento,$ 2.839.919/mes,91 salarios,$ 1.125.000,$ 5.420.000
administracion-y-oficina,Comisionista,$ 2.789.628/mes,18 salarios,$ 1.280.000,$ 5.000.000
administracion-y-oficina,Asesores hipotecarios,$ 2.779.310/mes,29 salarios,$ 2.500.000,$ 2.800.000
administracion-y-oficina,Jefes comerciales,$ 2.769.130/mes,23 salarios,$ 2.250.000,$ 3.059.000
administracion-y-oficina,Ingeniero/a de planta,$ 2.758.514/mes,106 salarios,$ 1.200.000,$ 9.000.000
administracion-y-oficina,Abogado/a de empresa,$ 2.756.263/mes,44 salarios,$ 1.160.000,$ 4.500.000
administracion-y-oficina,Abogados/as,$ 2.744.994/mes,180 salarios,$ 1.120.000,$ 7.293.618
administracion-y-oficina,Directora comercial,$ 2.743.195/mes,553 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Ingeniero/a de procesos,$ 2.735.748/mes,650 salarios,$ 1.000.000,$ 5.500.000
administracion-y-oficina,Líder de aseguramiento de calidad,$ 2.726.806/mes,25 salarios,$ 1.400.000,$ 4.000.000
administracion-y-oficina,Médicas,$ 2.723.573/mes,447 salarios,$ 1.000.000,$ 10.000.000
administracion-y-oficina,Voluntario/a,$ 2.717.717/mes,16 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Jefe de compras,$ 2.717.459/mes,783 salarios,$ 1.000.000,$ 7.650.000
administracion-y-oficina,Coordinador/a de gestión humana,$ 2.694.022/mes,105 salarios,$ 1.349.999,$ 6.000.000
administracion-y-oficina,Administrador de proyectos,$ 2.692.282/mes,46 salarios,$ 1.700.000,$ 3.800.000
administracion-y-oficina,Administrador/a de contratos,$ 2.668.876/mes,580 salarios,$ 1.200.000,$ 7.000.000
administracion-y-oficina,Asistente/a ejecutivo,$ 2.658.104/mes,130 salarios,$ 1.164.000,$ 4.500.000
administracion-y-oficina,Colaboradores/as,$ 2.628.720/mes,25 salarios,$ 1.000.000,$ 4.750.000
administracion-y-oficina,Coordinador/a de calidad,$ 2.619.118/mes,1.865 salarios,$ 1.000.000,$ 6.500.000
administracion-y-oficina,Docente de maestría,$ 2.618.336/mes,57 salarios,$ 1.217.000,$ 4.900.000
administracion-y-oficina,Jefe de calidad,$ 2.616.969/mes,569 salarios,$ 1.000.000,$ 5.205.091
administracion-y-oficina,Administrativo financiero,$ 2.615.248/mes,2.299 salarios,$ 1.000.000,$ 7.694.034
administracion-y-oficina,Secretario académico,$ 2.609.956/mes,37 salarios,$ 1.100.000,$ 4.602.800
administracion-y-oficina,Analista en informática,$ 2.608.251/mes,295 salarios,$ 1.000.000,$ 6.100.000
administracion-y-oficina,Automatizaciones,$ 2.604.418/mes,23 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Administrador/a de propiedad horizontal,$ 2.589.488/mes,21 salarios,$ 1.100.000,$ 5.000.000
administracion-y-oficina,Abogado laboral,$ 2.574.934/mes,127 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Administrative assistant,$ 2.566.282/mes,250 salarios,$ 1.100.000,$ 4.300.000
administracion-y-oficina,Contador interno,$ 2.559.058/mes,93 salarios,$ 1.150.000,$ 4.500.000
administracion-y-oficina,Ingeniero administrativo,$ 2.553.413/mes,124 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Coordinador de gestión humana,$ 2.553.126/mes,642 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Abogado/a laboral,$ 2.543.829/mes,122 salarios,$ 1.014.980,$ 4.500.000
administracion-y-oficina,Asesor/a legal,$ 2.539.344/mes,61 salarios,$ 1.500.000,$ 2.600.000
administracion-y-oficina,Coordinadora comercial,$ 2.536.985/mes,835 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Coordinador/a de rrhh,$ 2.527.306/mes,75 salarios,$ 1.100.000,$ 5.000.000
administracion-y-oficina,Aduanero/a,$ 2.525.192/mes,61 salarios,$ 1.200.000,$ 4.000.000
administracion-y-oficina,Jefe de tienda,$ 2.523.680/mes,849 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Abogadas,$ 2.521.418/mes,50 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Coordinador/a administrativo,$ 2.515.040/mes,1.736 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Directora administrativa,$ 2.505.284/mes,113 salarios,$ 1.095.000,$ 5.000.000
administracion-y-oficina,Procurador/a,$ 2.500.000/mes,16 salarios,$ 2.500.000,$ 2.500.000
administracion-y-oficina,Revisor/a fiscal,$ 2.496.103/mes,73 salarios,$ 1.000.000,$ 4.700.000
administracion-y-oficina,Abogado/a litigante,$ 2.487.886/mes,27 salarios,$ 1.300.000,$ 4.500.000
administracion-y-oficina,Planeador/a,$ 2.478.676/mes,534 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Ingeniero de procesos,$ 2.477.757/mes,313 salarios,$ 1.000.000,$ 4.800.000
administracion-y-oficina,Responsable comercial,$ 2.473.333/mes,18 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Administrador propiedad horizontal,$ 2.464.986/mes,109 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Directora ventas,$ 2.464.350/mes,80 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Instructor capacitación,$ 2.456.409/mes,26 salarios,$ 1.430.000,$ 3.308.693
administracion-y-oficina,Traductor bilingüe,$ 2.451.068/mes,445 salarios,$ 1.200.000,$ 3.500.000
administracion-y-oficina,Coordinador de proyecto,$ 2.422.632/mes,290 salarios,$ 1.000.000,$ 7.500.000
administracion-y-oficina,Coordinador de mantenimiento,$ 2.411.057/mes,1.495 salarios,$ 1.000.000,$ 4.800.000
administracion-y-oficina,Médico/a asistente,$ 2.401.307/mes,19 salarios,$ 1.114.230,$ 3.000.000
administracion-y-oficina,Contadora,$ 2.395.432/mes,808 salarios,$ 1.000.000,$ 4.630.000
administracion-y-oficina,Coordinador comercial,$ 2.387.746/mes,10.270 salarios,$ 1.000.000,$ 6.600.000
administracion-y-oficina,Abogados/as en derecho,$ 2.381.278/mes,18 salarios,$ 1.000.000,$ 3.700.000
administracion-y-oficina,Asesor jurídico,$ 2.357.714/mes,90 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Desarrollador de sistemas,$ 2.357.214/mes,19 salarios,$ 1.100.000,$ 3.768.817
administracion-y-oficina,Administrador/a hotelero,$ 2.354.278/mes,75 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Analista de riesgos,$ 2.345.245/mes,730 salarios,$ 1.000.000,$ 4.427.900
administracion-y-oficina,Coordinadora de gestión humana,$ 2.343.929/mes,232 salarios,$ 1.000.000,$ 4.800.000
administracion-y-oficina,Consultor financiero,$ 2.343.027/mes,128 salarios,$ 1.000.000,$ 5.084.000
administracion-y-oficina,Comprador,$ 2.341.868/mes,114 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Coordinador administrativo,$ 2.327.049/mes,1.199 salarios,$ 1.000.000,$ 8.000.000
administracion-y-oficina,Planeador,$ 2.322.442/mes,81 salarios,$ 1.000.000,$ 6.405.951
administracion-y-oficina,Jefe/a de taller,$ 2.321.850/mes,393 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Ingeniero agroquímico,$ 2.300.000/mes,5 salarios,$ 2.300.000,$ 2.300.000
administracion-y-oficina,Especialista en cobranza,$ 2.299.440/mes,29 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Analista de informática,$ 2.296.118/mes,23 salarios,$ 1.000.000,$ 3.600.000
administracion-y-oficina,Customer service representative,$ 2.284.144/mes,1.549 salarios,$ 1.000.000,$ 4.550.000
administracion-y-oficina,Administrador de empresas,$ 2.280.160/mes,185 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Ingeniero alimentos,$ 2.271.376/mes,466 salarios,$ 1.000.000,$ 5.110.000
administracion-y-oficina,Abogado/a gestor,$ 2.265.828/mes,28 salarios,$ 1.000.000,$ 4.850.000
administracion-y-oficina,Analista SAP,$ 2.265.048/mes,434 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Ingeniero/a industrial,$ 2.262.164/mes,1.978 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Abogado/a analista,$ 2.261.950/mes,91 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Coordinador/a de cartera,$ 2.259.395/mes,847 salarios,$ 1.000.000,$ 5.500.000
administracion-y-oficina,Contadores,$ 2.257.420/mes,50 salarios,$ 1.200.000,$ 3.800.000
administracion-y-oficina,Coordinador de compras,$ 2.256.620/mes,1.037 salarios,$ 1.000.000,$ 5.526.100
administracion-y-oficina,Asistente de presidencia,$ 2.243.900/mes,122 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Contador nominas,$ 2.237.741/mes,61 salarios,$ 1.000.001,$ 3.150.000
administracion-y-oficina,Estadística,$ 2.235.080/mes,91 salarios,$ 1.160.000,$ 5.000.000
administracion-y-oficina,Analista cuentas por pagar,$ 2.231.707/mes,391 salarios,$ 1.000.000,$ 4.100.000
administracion-y-oficina,Administrador hotelero,$ 2.221.583/mes,108 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Coordinador/a de logística,$ 2.220.690/mes,1.544 salarios,$ 1.000.000,$ 5.000.000
administracion-y-oficina,Proveedores/as,$ 2.216.461/mes,123 salarios,$ 1.200.000,$ 4.100.000
administracion-y-oficina,Ingeniero industrial,$ 2.215.368/mes,1.009 salarios,$ 1.000.000,$ 5.550.000
administracion-y-oficina,Project leader,$ 2.208.333/mes,12 salarios,$ 1.200.000,$ 2.800.000
administracion-y-oficina,Encargado/a de sucursal,$ 2.207.832/mes,27 salarios,$ 1.300.000,$ 3.000.000
administracion-y-oficina,Agente inmobiliario,$ 2.206.901/mes,264 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Analista contabilidad,$ 2.199.217/mes,92 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Tutores,$ 2.184.614/mes,25 salarios,$ 1.200.000,$ 2.682.680
administracion-y-oficina,Facilitador/a,$ 2.180.355/mes,1.477 salarios,$ 1.000.000,$ 8.000.000
administracion-y-oficina,Coordinadoras,$ 2.178.417/mes,930 salarios,$ 1.000.000,$ 5.800.000
administracion-y-oficina,Abogada,$ 2.177.318/mes,132 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Consultor comercial,$ 2.176.927/mes,1.726 salarios,$ 1.000.000,$ 5.280.000
administracion-y-oficina,Office manager,$ 2.176.788/mes,19 salarios,$ 1.200.000,$ 3.000.000
administracion-y-oficina,Técnicos/as en laboratorio,$ 2.172.282/mes,17 salarios,$ 1.087.000,$ 3.580.000
administracion-y-oficina,Contadores/as bilingües,$ 2.168.091/mes,22 salarios,$ 1.798.000,$ 2.300.000
administracion-y-oficina,Estadísticas,$ 2.168.073/mes,269 salarios,$ 1.000.000,$ 5.311.558
administracion-y-oficina,COORDINADOR HSEQ,$ 2.165.220/mes,953 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Administrador/a de empresas,$ 2.150.524/mes,1.528 salarios,$ 1.000.000,$ 6.050.000
administracion-y-oficina,Recepcionistas bilingües,$ 2.143.809/mes,35 salarios,$ 1.050.000,$ 2.600.000
administracion-y-oficina,Supervisor jurídico,$ 2.138.056/mes,9 salarios,$ 1.200.000,$ 3.500.000
administracion-y-oficina,Coordinador de logística,$ 2.135.452/mes,646 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Asistente legal,$ 2.133.752/mes,238 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Orientadora escolar,$ 2.126.116/mes,33 salarios,$ 1.250.000,$ 3.075.998
administracion-y-oficina,Ingeniera administración,$ 2.121.783/mes,11 salarios,$ 1.100.000,$ 2.981.676
administracion-y-oficina,Coordinadora de proyectos,$ 2.110.485/mes,56 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Analista de contabilidad,$ 2.101.618/mes,2.307 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Coordinadora administrativa,$ 2.101.122/mes,503 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Electrónicos/as,$ 2.099.379/mes,209 salarios,$ 1.000.000,$ 7.031.000
administracion-y-oficina,Administrador/a comercial,$ 2.077.775/mes,40 salarios,$ 1.150.000,$ 3.500.000
administracion-y-oficina,Interno/a,$ 2.075.020/mes,545 salarios,$ 1.000.000,$ 7.730.528
administracion-y-oficina,Ingeniero proyectista,$ 2.067.917/mes,24 salarios,$ 1.500.000,$ 2.700.000
administracion-y-oficina,Analistas de costos,$ 2.063.238/mes,49 salarios,$ 1.000.000,$ 4.100.000
administracion-y-oficina,HSEQ,$ 2.060.251/mes,572 salarios,$ 1.000.000,$ 5.500.000
administracion-y-oficina,Jefe/a de personal,$ 2.060.160/mes,166 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Auditor staff,$ 2.059.615/mes,13 salarios,$ 1.300.000,$ 3.100.000
administracion-y-oficina,Analista de importaciones,$ 2.056.795/mes,1.048 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Secretaria de presidencia,$ 2.051.485/mes,33 salarios,$ 1.160.000,$ 4.000.000
administracion-y-oficina,Administración,$ 2.045.466/mes,3.299 salarios,$ 1.000.000,$ 8.500.000
administracion-y-oficina,Administrador de propiedad horizontal,$ 2.043.870/mes,139 salarios,$ 1.000.000,$ 3.600.000
administracion-y-oficina,Analista control de calidad,$ 2.043.837/mes,284 salarios,$ 1.000.000,$ 3.600.000
administracion-y-oficina,Reclutador/a bilingüe,$ 2.042.308/mes,104 salarios,$ 1.000.000,$ 2.700.000
administracion-y-oficina,Analista de gestión,$ 2.016.122/mes,3.034 salarios,$ 1.000.000,$ 6.670.000
administracion-y-oficina,Analista de compensaciones,$ 2.007.218/mes,45 salarios,$ 1.056.200,$ 3.500.000
administracion-y-oficina,Auditor/a de inventario,$ 2.005.131/mes,44 salarios,$ 1.100.000,$ 3.200.000
administracion-y-oficina,Administrador de agencia,$ 2.003.059/mes,90 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Trabajo social,$ 2.002.770/mes,621 salarios,$ 1.000.000,$ 5.440.000
administracion-y-oficina,Líder en ventas,$ 1.989.789/mes,3.337 salarios,$ 1.000.000,$ 7.000.000
administracion-y-oficina,Empleados/as,$ 1.987.636/mes,198 salarios,$ 1.000.000,$ 3.791.000
administracion-y-oficina,Comercio Exterior,$ 1.985.132/mes,4.226 salarios,$ 1.000.000,$ 5.229.000
administracion-y-oficina,Trainee,$ 1.981.024/mes,32 salarios,$ 1.200.000,$ 2.500.000
administracion-y-oficina,Representante en ventas,$ 1.969.173/mes,13.745 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Auxiliar de verificación de crédito,$ 1.960.760/mes,5 salarios,$ 1.814.600,$ 1.997.300
administracion-y-oficina,Ingenieros/as industriales,$ 1.958.701/mes,170 salarios,$ 1.000.000,$ 3.547.103
administracion-y-oficina,Asesor financiero,$ 1.958.183/mes,626 salarios,$ 1.000.000,$ 5.500.000
administracion-y-oficina,Administradora de propiedad horizontal,$ 1.950.350/mes,16 salarios,$ 1.000.000,$ 2.500.000
administracion-y-oficina,Analista de administración de ventas,$ 1.948.588/mes,21 salarios,$ 1.632.299,$ 2.255.750
administracion-y-oficina,Coordinadora de producción,$ 1.948.405/mes,60 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Editor audiovisual,$ 1.945.191/mes,58 salarios,$ 1.200.000,$ 3.500.000
administracion-y-oficina,Ejecutivos de ventas,$ 1.940.708/mes,755 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Capacitadores/as,$ 1.939.754/mes,59 salarios,$ 1.007.000,$ 3.600.000
administracion-y-oficina,Comunicación,$ 1.932.101/mes,2.489 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Salud ocupacional,$ 1.930.777/mes,3.944 salarios,$ 1.000.000,$ 6.500.000
administracion-y-oficina,Asesora corporativa,$ 1.922.921/mes,19 salarios,$ 1.100.000,$ 3.000.000
administracion-y-oficina,Consultor sistemas,$ 1.917.985/mes,66 salarios,$ 1.000.000,$ 2.333.000
administracion-y-oficina,Diseñadora industrial,$ 1.915.547/mes,75 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Analista crédito,$ 1.913.332/mes,34 salarios,$ 1.000.000,$ 2.562.000
administracion-y-oficina,Ejecutiva comercial,$ 1.911.130/mes,3.006 salarios,$ 1.000.000,$ 6.000.000
administracion-y-oficina,Analistas de riesgos,$ 1.907.964/mes,14 salarios,$ 1.258.500,$ 2.579.500
administracion-y-oficina,Supervisores/as,$ 1.904.660/mes,1.103 salarios,$ 1.000.000,$ 4.310.000
administracion-y-oficina,Administrativas compras,$ 1.904.593/mes,82 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Data entry,$ 1.901.325/mes,100 salarios,$ 1.000.000,$ 3.000.000
administracion-y-oficina,Analistas de créditos,$ 1.900.144/mes,22 salarios,$ 1.092.200,$ 3.024.158
administracion-y-oficina,Ingenieros/as de procesos,$ 1.899.999/mes,11 salarios,$ 1.400.000,$ 2.500.000
administracion-y-oficina,Representante,$ 1.899.634/mes,2.996 salarios,$ 1.000.000,$ 3.400.000
administracion-y-oficina,Analistas de operaciones,$ 1.898.812/mes,54 salarios,$ 1.100.000,$ 3.779.960
administracion-y-oficina,Cobradores domiciliarios,$ 1.890.873/mes,118 salarios,$ 1.500.000,$ 2.300.000
administracion-y-oficina,Analista de siniestros,$ 1.884.057/mes,238 salarios,$ 1.000.000,$ 3.200.000
administracion-y-oficina,Investigador/a,$ 1.883.614/mes,477 salarios,$ 1.000.000,$ 5.500.000
administracion-y-oficina,Administrador/a de local,$ 1.876.636/mes,62 salarios,$ 1.000.000,$ 2.979.000
administracion-y-oficina,Directoras administrativas,$ 1.872.234/mes,47 salarios,$ 1.100.000,$ 3.800.000
administracion-y-oficina,Analistas de gestión,$ 1.866.145/mes,23 salarios,$ 1.000.000,$ 3.080.000
administracion-y-oficina,Contadores júnior,$ 1.861.082/mes,27 salarios,$ 1.300.000,$ 2.600.000
administracion-y-oficina,Analistas financieros,$ 1.860.648/mes,32 salarios,$ 1.200.000,$ 2.700.000
administracion-y-oficina,Redactor/a,$ 1.860.027/mes,133 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Analista proyectos,$ 1.859.897/mes,31 salarios,$ 1.300.000,$ 2.780.000
administracion-y-oficina,Administrador/a de tienda,$ 1.851.715/mes,8.608 salarios,$ 1.000.000,$ 4.318.000
administracion-y-oficina,Secretario/a de gerencia,$ 1.850.950/mes,20 salarios,$ 1.100.000,$ 2.000.000
administracion-y-oficina,Asesor empresarial,$ 1.849.989/mes,165 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Auxiliares de verificación de crédito,$ 1.846.830/mes,10 salarios,$ 1.653.000,$ 2.300.000
administracion-y-oficina,Administrador/a,$ 1.846.664/mes,14.810 salarios,$ 1.000.000,$ 3.867.700
administracion-y-oficina,Administrador punto de venta,$ 1.846.655/mes,8.004 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Analista de seguridad,$ 1.844.774/mes,4.934 salarios,$ 1.000.000,$ 3.250.000
administracion-y-oficina,Psicólogos/as,$ 1.839.994/mes,50 salarios,$ 1.000.000,$ 3.102.800
administracion-y-oficina,Administradora contable,$ 1.836.667/mes,12 salarios,$ 1.100.000,$ 2.500.000
administracion-y-oficina,Coordinador operativo,$ 1.835.439/mes,1.668 salarios,$ 1.000.000,$ 3.675.350
administracion-y-oficina,Coordinadora de ventas,$ 1.832.109/mes,215 salarios,$ 1.000.000,$ 4.500.000
administracion-y-oficina,Jefe de servicio,$ 1.829.711/mes,164 salarios,$ 1.000.000,$ 4.064.440
administracion-y-oficina,Psicóloga,$ 1.824.958/mes,832 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Coordinadores,$ 1.815.514/mes,381 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Oficial,$ 1.814.696/mes,4.111 salarios,$ 1.000.000,$ 7.030.000
administracion-y-oficina,Asesor crédito,$ 1.803.780/mes,30 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Archivista,$ 1.801.621/mes,206 salarios,$ 1.000.000,$ 6.630.562
administracion-y-oficina,Analista recursos humanos,$ 1.794.717/mes,73 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Auditor comercial,$ 1.788.953/mes,65 salarios,$ 1.000.000,$ 4.000.000
administracion-y-oficina,Clasificador/a,$ 1.788.460/mes,163 salarios,$ 1.000.000,$ 3.500.000
administracion-y-oficina,Analistas de crédito,$ 1.787.655/mes,248 salarios,$ 1.000.000,$ 3.232.000
