Pais,Codigo ISO pais,Departamento/Estado,Ciudad_Migrada,Oficina de registro,Grupo edad,Edades,Area Conocimiento,Sub Area Conocimiento,Nivel Academico,Estado civil,Genero,Etnia de la persona,Estatura CM,Pais de Nacimiento,Departamento/Estado.1,Ciudad_Origen,x inicial,y inicial,Fecha de Registro,Cantidad de personas,concat,COMPARATIVO,Coordenada X,Coordenada Y,Mes_Año,Año
ESTADOS UNIDOS,USA,NEW YORK,COLLEGE POINT,C. NUEVA YORK,ADULTO JOVEN,23,CIENCIAS DE LA EDUCACION,EDUCACION,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,PALMIRA,3.709.024,-95.712.891,2024-08-01,1,COLOMBIAVALLE DEL CAUCAPALMIRA,COLOMBIA,3.5308373,-76.2988048,08-2024,2024
ESTADOS UNIDOS,USA,CALIFORNIA,LOS ANGELES,C. LOS ANGELES,ADULTO,36,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-09-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,09-2024,2024
ESTADOS UNIDOS,USA,UTAH,WEST VALLEY CITY,C. SAN FRANCISCO,ADULTO,38,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,POSTGRADO - MAESTRIA,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,META,VILLAVICENCIO,3.709.024,-95.712.891,2024-01-01,1,COLOMBIAMETAVILLAVICENCIO,COLOMBIA,4.1347644,-73.6201517,01-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,MONTAUK,C. NUEVA YORK,ADULTO,31,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2022-11-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,11-2022,2022
ESTADOS UNIDOS,USA,CALIFORNIA,SAN DIEGO,C. LOS ANGELES,ADULTO,43,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLITICAY/O RELACIONES INTERNACIONALES,PREGRADO - PROFESIONAL,DIVORCIADO,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,LA CEJA,3.709.024,-95.712.891,2023-06-01,1,COLOMBIAANTIOQUIALA CEJA,COLOMBIA,5.9843082,-75.4475229,06-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,LAGUNA NIGUEL,C. LOS ANGELES,ADULTO MAYOR,66,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2023-01-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,01-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,BUENA PARK,C. LOS ANGELES,ADULTO,34,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,BRONX,C. NUEVA YORK,ADULTO MAYOR,66,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2023,2023
ESTADOS UNIDOS,USA,PENNSYLVANIA,HATFIELD,C. NEWARK,ADULTO,46,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA CIVIL Y AFINES,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,COLOMBIA,NORTE DE SANTANDER,CUCUTA,3.709.024,-95.712.891,2024-10-01,1,COLOMBIANORTE DE SANTANDERCUCUTA,COLOMBIA,8.0776187,-72.4689002,10-2024,2024
ESTADOS UNIDOS,USA,CONNECTICUT,BRIDGEPORT,C. NUEVA YORK,ADULTO MAYOR,61,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,PRADERA,3.709.024,-95.712.891,2021-04-01,1,COLOMBIAVALLE DEL CAUCAPRADERA,COLOMBIA,3.4196687,-76.2424378,04-2021,2021
ESTADOS UNIDOS,USA,NEW YORK,MANHATTAN,C. NUEVA YORK,ADULTO,56,NINGUNA,NINGUNA,BACHILLERATO,SEPARADO_MATRIMONIO,FEMENINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-07-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,07-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,CORONA,C. NUEVA YORK,ADULTO,44,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CALDAS,MANIZALES,3.709.024,-95.712.891,2024-02-01,1,COLOMBIACALDASMANIZALES,COLOMBIA,5.0743694,-75.5081167,02-2024,2024
ESTADOS UNIDOS,USA,UTAH,UTAH,C. SAN FRANCISCO,ADULTO,49,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CAUCA,HUILA,3.709.024,-95.712.891,2023-09-01,1,COLOMBIACAUCAHUILA,COLOMBIA,2.9292062,-76.0280368,09-2023,2023
ESTADOS UNIDOS,USA,NEW JERSEY,LEDGEWOOD,C. NEWARK,ADULTO,45,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,COLOMBIA,QUINDIO,LA TEBAIDA,3.709.024,-95.712.891,2024-06-01,1,COLOMBIAQUINDIOLA TEBAIDA,COLOMBIA,4.4512175,-75.7887314,06-2024,2024
AUSTRALIA,AUS,NEW SOUTH WALES,SYDNEY,C. SYDNEY,ADULTO,32,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,-25.274.398,133.775.136,2022-12-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,12-2022,2022
ESTADOS UNIDOS,USA,FLORIDA,WINTER HAVEN,C. ORLANDO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,ATLANTICO,SANTA LUCIA,3.709.024,-95.712.891,2024-09-01,1,COLOMBIAATLANTICOSANTA LUCIA,COLOMBIA,10.3244398,-74.9610815,09-2024,2024
CANADA,CAN,ALBERTA,CALGARY,C. CALGARY,ADULTO JOVEN,25,CIENCIAS SOCIALES Y HUMANAS,PSICOLOGIA Y AFINES,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,56.130.366,-106.346.771,2021-07-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,07-2021,2021
ESTADOS UNIDOS,USA,TEXAS,ARLINGTON,C. HOUSTON,ADULTO,29,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,RISARALDA,DOSQUEBRADAS,3.709.024,-95.712.891,2021-07-01,1,COLOMBIARISARALDADOSQUEBRADAS,COLOMBIA,4.8339551,-75.6713013,07-2021,2021
ESTADOS UNIDOS,USA,MASSACHUSETTS,LOWELL,C. BOSTON,ADULTO MAYOR,69,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,CHIGORODO,3.709.024,-95.712.891,2024-09-01,1,COLOMBIAANTIOQUIACHIGORODO,COLOMBIA,7.6129384,-76.638426,09-2024,2024
ESTADOS UNIDOS,USA,TEXAS,HOUSTON,C. HOUSTON,ADULTO,29,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,BUENAVENTURA,3.709.024,-95.712.891,2023-08-01,1,COLOMBIAVALLE DEL CAUCABUENAVENTURA,COLOMBIA,3.8881929,-77.0738324,08-2023,2023
CANADA,CAN,ALBERTA,CALGARY,C. CALGARY,ADULTO,33,BELLAS ARTES,DISEÑO,PREGRADO - PROFESIONAL,UNION_LIBRE,FEMENINO,NINGUNA,-1,COLOMBIA,SANTANDER,BARRANCABERMEJA,56.130.366,-106.346.771,2023-05-01,1,COLOMBIASANTANDERBARRANCABERMEJA,COLOMBIA,7.0673313,-73.8525627,05-2023,2023
ESTADOS UNIDOS,USA,MASSACHUSETTS,LAWRENCE,C. BOSTON,ADULTO,39,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA CIVIL Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2023-01-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,01-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,MANHATTAN,C. NUEVA YORK,ADULTO,29,NINGUNA,NINGUNA,BACHILLERATO,UNION_LIBRE,FEMENINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2024-06-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,06-2024,2024
AUSTRALIA,AUS,QUEENSLAND,GOLD COAST,C. SYDNEY,ADULTO,30,COCINA Y CULINARIA,COCINA Y CULINARIA,PREGRADO - TECNOLOGICO,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,-25.274.398,133.775.136,2023-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2023,2023
ESTADOS UNIDOS,USA,ARKANSAS,SPRINGDALE,C. HOUSTON,ADULTO,37,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,QUEENS,C. NUEVA YORK,ADULTO MAYOR,62,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2024-02-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,02-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,JAMAICA,C. NUEVA YORK,ADULTO MAYOR,66,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,DIVORCIADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,CAPARRAPI,3.709.024,-95.712.891,2022-07-01,1,COLOMBIACUNDINAMARCACAPARRAPI,COLOMBIA,5.3461338,-74.4916464,07-2022,2022
ESTADOS UNIDOS,USA,SOUTH CAROLINA,TAYLORS,C. ATLANTA,ADULTO,40,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,CUNDINAMARCA,3.709.024,-95.712.891,2023-01-01,1,COLOMBIACUNDINAMARCACUNDINAMARCA,COLOMBIA,4.5779442,-74.2238656,01-2023,2023
ESTADOS UNIDOS,USA,MASSACHUSETTS,REVERE,C. BOSTON,ADULTO,48,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,3.709.024,-95.712.891,2023-11-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,11-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,MIAMI,C. MIAMI,ADULTO,30,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,ATLANTICO,BARRANQUILLA,3.709.024,-95.712.891,2021-10-01,1,COLOMBIAATLANTICOBARRANQUILLA,COLOMBIA,11.0101922,-74.8231794,10-2021,2021
ESTADOS UNIDOS,USA,CALIFORNIA,LOS ANGELES,C. LOS ANGELES,ADULTO,33,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,FLUSHING,C. NUEVA YORK,ADULTO MAYOR,63,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,RISARALDA,BALBOA,3.709.024,-95.712.891,2024-06-01,1,COLOMBIARISARALDABALBOA,COLOMBIA,4.9233884,-75.9361785,06-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,MIAMI,C. MIAMI,ADULTO MAYOR,64,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2021-10-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,10-2021,2021
ESTADOS UNIDOS,USA,NEW JERSEY,LINDEN,C. NEWARK,ADULTO JOVEN,20,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,ASTORIA,C. NUEVA YORK,ADULTO,58,NINGUNA,NINGUNA,BACHILLERATO,VIUDO,FEMENINO,NINGUNA,-1,COLOMBIA,CALDAS,RIOSUCIO,3.709.024,-95.712.891,2024-09-01,1,COLOMBIACALDASRIOSUCIO,COLOMBIA,5.4209549,-75.7030623,09-2024,2024
ESTADOS UNIDOS,USA,UTAH,BOUNTIFUL,C. SAN FRANCISCO,ADULTO MAYOR,63,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA ELECTRICA Y AFINES,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,PALMIRA,3.709.024,-95.712.891,2022-05-01,1,COLOMBIAVALLE DEL CAUCAPALMIRA,COLOMBIA,3.5308373,-76.2988048,05-2022,2022
ESTADOS UNIDOS,USA,OHIO,COLUMBUS,C. CHICAGO,ADULTO,58,CIENCIAS SOCIALES Y HUMANAS,SOCIOLOGIATRABAJO SOCIAL Y AFINES,PREGRADO - PROFESIONAL,DESCONOCIDO,FEMENINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-02-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,02-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,BRONX,C. NUEVA YORK,ADULTO JOVEN,25,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA MECANICA Y AFINES,PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2023,2023
ESTADOS UNIDOS,USA,CALIFORNIA,SYLMAR,C. LOS ANGELES,ADULTO,39,NINGUNA,NINGUNA,BACHILLERATO,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,175,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2023-12-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,12-2023,2023
ESTADOS UNIDOS,USA,MARYLAND,POTOMAC,C. WASHINGTON,ADULTO MAYOR,69,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-08-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,08-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,WESTCHESTER,C. NUEVA YORK,ADULTO MAYOR,60,NINGUNA,NINGUNA,PRIMARIA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,RISARALDA,PEREIRA,3.709.024,-95.712.891,2022-12-01,1,COLOMBIARISARALDAPEREIRA,COLOMBIA,4.7854606,-75.788322,12-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,QUEENS,C. NUEVA YORK,ADULTO,33,ADMINISTRACION DE EMPRESAS Y DERECHO,ADMINISTRACION,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,META,VILLAVICENCIO,3.709.024,-95.712.891,2024-10-01,1,COLOMBIAMETAVILLAVICENCIO,COLOMBIA,4.1347644,-73.6201517,10-2024,2024
ESTADOS UNIDOS,USA,NORTH CAROLINA,KANNAPOLIS,C. ATLANTA,ADULTO,32,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-04-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,04-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,PORT SAINT LUCIE,C. MIAMI,ADULTO MAYOR,65,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-06-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,06-2022,2022
ESTADOS UNIDOS,USA,MARYLAND,SILVER SPRING,C. WASHINGTON,ADULTO MAYOR,64,CIENCIAS DE LA SALUD,MEDICINA,PREGRADO - PROFESIONAL,DESCONOCIDO,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,GIRARDOT,3.709.024,-95.712.891,2023-10-01,1,COLOMBIACUNDINAMARCAGIRARDOT,COLOMBIA,4.3046383,-74.8030739,10-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,CORONA,C. NUEVA YORK,ADULTO,50,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2022-10-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,10-2022,2022
ESTADOS UNIDOS,USA,NEW JERSEY,HARRISON,C. NEWARK,ADULTO,40,CIENCIAS DE LA SALUD,TERAPIAS,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,BUGA,3.709.024,-95.712.891,2023-10-01,1,COLOMBIAVALLE DEL CAUCABUGA,COLOMBIA,3.9000578,-76.302013,10-2023,2023
ESTADOS UNIDOS,USA,UTAH,UTAH,C. SAN FRANCISCO,ADULTO JOVEN,18,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CALDAS,MANIZALES,3.709.024,-95.712.891,2024-12-01,1,COLOMBIACALDASMANIZALES,COLOMBIA,5.0743694,-75.5081167,12-2024,2024
ESTADOS UNIDOS,USA,NEW JERSEY,NEW JERSEY,C. NEWARK,ADULTO,48,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,DIVORCIADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,BUGA,3.709.024,-95.712.891,2024-07-01,1,COLOMBIAVALLE DEL CAUCABUGA,COLOMBIA,3.9000578,-76.302013,07-2024,2024
AUSTRALIA,AUS,AUSTRALIAN CAPITAL TERRITORY,CANBERRA,C. CANBERRA,ADULTO,45,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,ANTIOQUIA,MEDELLIN,-25.274.398,133.775.136,2024-05-01,1,COLOMBIAANTIOQUIAMEDELLIN,COLOMBIA,6.2697325,-75.6025597,05-2024,2024
ESTADOS UNIDOS,USA,NORTH CAROLINA,CHARLOTTE,C. ATLANTA,ADULTO,33,AGRONOMIA VETERINARIA Y ZOOTECNIA,AGRONOMIA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-09-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,09-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,HOLTSVILLE,C. NUEVA YORK,ADULTO JOVEN,22,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,ATLANTICO,BARRANQUILLA,3.709.024,-95.712.891,2023-02-01,1,COLOMBIAATLANTICOBARRANQUILLA,COLOMBIA,11.0101922,-74.8231794,02-2023,2023
ESTADOS UNIDOS,USA,NEW YORK,MOUNT VERNON,C. NUEVA YORK,ADULTO MAYOR,67,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2021-03-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,03-2021,2021
ESTADOS UNIDOS,USA,TEXAS,AUSTIN,C. HOUSTON,ADULTO,38,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,CASADO,MASCULINO,OTRO,-1,COLOMBIA,SANTANDER,BUCARAMANGA,3.709.024,-95.712.891,2022-03-01,1,COLOMBIASANTANDERBUCARAMANGA,COLOMBIA,7.1669842,-73.1047294,03-2022,2022
ESTADOS UNIDOS,USA,CALIFORNIA,LONG BEACH,C. LOS ANGELES,ADULTO,43,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",CONTADURIA PUBLICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2024-07-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,07-2024,2024
ESTADOS UNIDOS,USA,FLORIDA,GAINESVILLE,C. ORLANDO,ADULTO,52,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,VALLE DEL CAUCA,SANTIAGO DE CALI,3.709.024,-95.712.891,2023-04-01,1,COLOMBIAVALLE DEL CAUCASANTIAGO DE CALI,COLOMBIA,3.4519988,-76.5325259,04-2023,2023
AUSTRALIA,AUS,VICTORIA,MELBOURNE,C. CANBERRA,ADULTO,44,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,COLOMBIA,NORTE DE SANTANDER,CUCUTA,-25.274.398,133.775.136,2021-11-01,1,COLOMBIANORTE DE SANTANDERCUCUTA,COLOMBIA,8.0776187,-72.4689002,11-2021,2021
ESTADOS UNIDOS,USA,NEW YORK,ELMHURST,C. NUEVA YORK,ADULTO,44,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2021-02-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,02-2021,2021
ESTADOS UNIDOS,USA,CALIFORNIA,RESEDA,C. LOS ANGELES,ADULTO,29,"INGENIERIA, ARQUITECTURA Y AFINES","INGENIERIA EN SISTEMAS, TELEMATICAY AFINES",PREGRADO - TECNICO PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2024,2024
ESTADOS UNIDOS,USA,CALIFORNIA,PALMDALE,C. LOS ANGELES,ADULTO,39,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2023-11-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,11-2023,2023
ESTADOS UNIDOS,USA,FLORIDA,ORLANDO,C. ORLANDO,ADULTO,49,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,-1,COLOMBIA,VALLE DEL CAUCA,GUADALAJARA DE BUGA,3.709.024,-95.712.891,2024-03-01,1,COLOMBIAVALLE DEL CAUCAGUADALAJARA DE BUGA,COLOMBIA,3.9000578,-76.302013,03-2024,2024
ESTADOS UNIDOS,USA,CONNECTICUT,NORWALK,C. NUEVA YORK,ADULTO,37,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,COLOMBIA,CALDAS,ANSERMA,3.709.024,-95.712.891,2024-10-01,1,COLOMBIACALDASANSERMA,COLOMBIA,5.2337519,-75.7856623,10-2024,2024
ESTADOS UNIDOS,USA,NEW YORK,JACKSON HEIGHTS,C. NUEVA YORK,ADULTO,29,"ECONOMIA, ADMINISTRACION CONTADURIA Y AFINES",ADMINISTRACION,NO INDICA,UNION_LIBRE,FEMENINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2022-03-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,03-2022,2022
ESTADOS UNIDOS,USA,NEW YORK,FLUSHING,C. NUEVA YORK,ADULTO,38,"INGENIERIA, ARQUITECTURA Y AFINES",INGENIERIA ELECTRICA Y AFINES,PREGRADO - TECNOLOGICO,CASADO,MASCULINO,OTRO,-1,COLOMBIA,CUNDINAMARCA,BOGOTA D.C.,3.709.024,-95.712.891,2024-02-01,1,COLOMBIACUNDINAMARCABOGOTA D.C.,COLOMBIA,4.6247961,-74.0936688,02-2024,2024
